gender,top_color,top_style,top_category,bottom_color,bottom_style,bottom_category,top_url,bottom_url
men,Black,Striped,Shirt,Gray,Striped,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727182123117_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727182123117_500.jpg
women,Gray,Floral,Top,White,Floral,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724063518099_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724063518099_500.jpg
men,Gray,Solid,T-Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724193632020_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724193632020_500.jpg
women,Black,Floral,Top,Beige,Floral,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191101181024983_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191101181024983_500.jpg
women,Gray,Plaid,Shirt,White,Plaid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728174518953_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728174518953_500.jpg
men,Black,Plaid,Shirt,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322061751320_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190322061751320_500.jpg
women,Gray,Plaid,Top,White,Plaid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181019110133511_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181019110133511_500.jpg
women,Black,Floral,Top,White,Floral,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719223312306_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180719223312306_500.jpg
women,Black,Striped,T-Shirt,Gray,Striped,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020055258186_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020055258186_500.jpg
women,Black,Plaid,Sweatshirt,White,Plaid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320091134999_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320091134999_500.jpg
men,Black,Plaid,Top,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180722225639655_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180722225639655_500.jpg
men,Black,Striped,T-Shirt,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727133458325_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727133458325_500.jpg
women,Black,Striped,T-Shirt,White,Striped,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102220415310_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102220415310_500.jpg
men,Black,Solid,Shirt,White,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190725103831301_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190725103831301_500.jpg
women,Black,Solid,Top,White,Solid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170803123157949_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170803123157949_500.jpg
women,Black,Plaid,Top,White,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320101113202_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320101113202_500.jpg
women,Black,Solid,Shirt,White,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727151603188_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727151603188_500.jpg
men,Black,Solid,Shirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723200030172_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723200030172_500.jpg
men,Black,Solid,Shirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330144750787_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330144750787_500.jpg
women,Black,Plaid,Top,White,Plaid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330170244764_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170330170244764_500.jpg
women,Black,Plaid,Top,White,Plaid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180403204840823_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180403204840823_500.jpg
women,Black,Floral,Top,Gray,Floral,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020084228688_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020084228688_500.jpg
women,Black,Solid,Shirt,Blue,Solid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020010618430_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020010618430_500.jpg
women,Black,Solid,Shirt,Gray,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724172035980_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724172035980_500.jpg
women,Gray,Plaid,Jumpsuit,White,Plaid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170730171737313_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170730171737313_500.jpg
women,Black,Floral,Top,Gray,Floral,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331163441360_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180331163441360_500.jpg
women,Black,Plaid,Top,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102062308914_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102062308914_500.jpg
women,Gray,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171227230021844_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171227230021844_500.jpg
men,Black,Plaid,Coat,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190107162738540_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190107162738540_500.jpg
women,Black,Solid,Sweatshirt,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319223009199_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190319223009199_500.jpg
women,Black,Plaid,Dress,White,Plaid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727082937294_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727082937294_500.jpg
women,Black,Floral,Top,White,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102184846444_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20191102184846444_500.jpg
men,Black,Striped,T-Shirt,White,Striped,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190725095301579_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190725095301579_500.jpg
men,Black,Solid,Sweatshirt,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320155054295_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190320155054295_500.jpg
men,White,Solid,Top,Red,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229105135144_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229105135144_500.jpg
men,Black,Striped,T-Shirt,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728105659000_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728105659000_500.jpg
women,Gray,Spotted,Vest,White,Spotted,Vest,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180403160830531_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180403160830531_500.jpg
women,Black,Floral,Kimono_Yukata,White,Floral,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180103175853636_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180103175853636_500.jpg
women,Black,Striped,T-Shirt,Gray,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020114139673_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20181020114139673_500.jpg
women,Black,Plaid,Dress,Blue,Plaid,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724070105595_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724070105595_500.jpg
women,White,Striped,Dress,Purple,Striped,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728155827089_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180728155827089_500.jpg
women,White,Plaid,Shirt,Red,Plaid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180725023905710_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180725023905710_500.jpg
women,Black,Striped,Top,Gray,Striped,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727175919805_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727175919805_500.jpg
women,Black,Floral,Top,White,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170328113518355_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170328113518355_500.jpg
women,Black,Floral,Top,Beige,Floral,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727155619152_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727155619152_500.jpg
women,Black,Floral,Dress,White,Floral,Dress,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727223859619_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727223859619_500.jpg
women,Beige,Striped,Jumpsuit,Red,Striped,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727154753332_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20170727154753332_500.jpg
women,Black,Striped,Top,White,Striped,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190107181446441_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190107181446441_500.jpg
women,Black,Floral,Top,Gray,Floral,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229151153586_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171229151153586_500.jpg
women,Black,Solid,Top,Brown,Solid,Jeans,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329142050672_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180329142050672_500.jpg
women,Black,Solid,Top,White,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180722211833266_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180722211833266_500.jpg
women,Black,Solid,Top,White,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723130950216_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180723130950216_500.jpg
women,White,Plaid,Shirt,Beige,Plaid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190723102731903_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190723102731903_500.jpg
men,Black,Plaid,Shirt,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180107070418070_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180107070418070_500.jpg
women,Black,Floral,Kimono_Yukata,White,Floral,Kimono_Yukata,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727232001263_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727232001263_500.jpg
women,Black,Solid,Sweatshirt,White,Solid,Skirt,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228004659209_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171228004659209_500.jpg
men,Black,Plaid,T-Shirt,Gray,Plaid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724102248590_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180724102248590_500.jpg
women,Black,Solid,Dress,Gray,Solid,Pants,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727094425308_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20180727094425308_500.jpg
women,White,Solid,Swimwear,White,Solid,Swimwear,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727222037276_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20190727222037276_500.jpg
women,Black,Solid,Top,White,Solid,Jumpsuit,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171027173058926_500.jpg,https://raw.githubusercontent.com/carolin507/fashion-demo-assets/main/assets/streetstyle/20171027173058926_500.jpg
